lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
bâillonner,"2,61",0,C2,,,,,,,,,,,,,,,
bégayer,"2,61","0,59",B2,,,,,,,,,,,,,,,
clamer,"2,61",0,C2,,,,,,,,,,,,,,,
détromper,"2,61",0,C1,,,,,,,,,,,,,,,
déconnecter,"2,6","0,01",B2,,,,,,,,,,,,,,,
enrhumer,"2,6",0,B1,,,,,,,,,,,,,,,
gravir,"2,6","0,44",C2,,,,,,,,,,,,,,,
illustrer,"2,59","0,04",B2,,,,,,,,,,,,,,,
jeûner,"2,59","0,01",C1,,,,,,,,,,,,,,,
priser,"2,59","0,02",C2,,,,,,,,,,,,,,,
toper,"2,59",0,C2,,,,,,,,,,,,,,,
barder,"2,58",0,C2,,,,,,,,,,X,,,,,
faxer,"2,58","0,45",A2,,,,,,,X,,,,,,,,
filtrer,"2,58",0,B1,,,,,,,,,,,,,,,
résulter,"2,58","0,11",C2,,,,,,,,,,,,,,,
auditionner,"2,57","0,1",B1,,,,,,,,,,,,,,,
mémoriser,"2,57",0,B1,,,,,,,X,,,,,,,,
abrutir,"2,56","1,75",C2,,,,,,,,,,,,,,,
innocenter,"2,56","0,01",B2,,,,,,,,,,,,,,,
labourer,"2,56",0,C2,,,,,,,,,,,,,,,
martiner,"2,56",0,C2,,,,,,,,,,,,,,,
délier,"2,55","0,88",B2,,,,,,,,,,,,,,,
moucher,"2,55",0,B1,,,,,X,,,,,,,,,,
télécharger,"2,55","0,34",A2,,,,,X,,,,,,,,,,
desserrer,"2,54","0,01",B2,,,,,,,,,,,,,,,
frayer,"2,54","0,08",C2,,,,,,,,,,,,,,,
friser,"2,54",0,B2,,,,,,,,,,,,,,,
immoler,"2,54","0,01",C2,,,,,,,,,,,,,,,
loucher,"2,54",0,C2,,,,,,,,,,,,,,,
patiner,"2,54","0,02",B1,,,,,,,,,,,,,,,X
patrouiller,"2,54",0,B2,,,,,,,,,,,,,,,
déplorer,"2,53","0,01",C2,,,,,,,,,,,,,,,
apitoyer,"2,52","0,69",C2,,,,,,,,,,,,,,,
certifier,"2,52",0,B1,,,,,,X,,,,,,,,,
comparaître,"2,52","0,17",B2,,,,,,,,,,,,,,,
surcharger,"2,52","0,24",B2,,,,,,,,,,,,,,,
évaporer,"2,52",0,C2,,,,,,,,,,,,,,,
encadrer,"2,51",0,B2,,,,,,,,,,,,,,,
dévaster,"2,5","0,05",C2,,,,,,,,,,,,,,,
falsifier,"2,5","0,01",B2,,,,,,,,,,,,,,,
dégommer,"2,49","0,01",B2,,,,,,,,,,,,,,,
rosser,"2,49","0,02",C2,,,,,,,,,,,,,,,
asperger,"2,48","0,4",C1,,,,,,,,,,,,,,,
assécher,"2,48","0,48",C1,,,,,,,,,,,,,,,
divulguer,"2,48",0,C1,,,,,,,,,,,,,,,
graisser,"2,48",0,B2,,,,,,,,,,,X,,,,
rapatrier,"2,48",0,B2,,,,,,,,,,,,,,,
suffoquer,"2,48",0,C2,,,,,,,,,,,,,,,
séjourner,"2,48",0,B2,,,,,,,,,,,,,,X,
terrasser,"2,48","0,23",C2,,,,,,,,,,X,,,,,
atténuer,"2,47",0,C1,,,,,,,,,,,,,,,
fourguer,"2,47","0,03",C1,,,,,,,,,,,,,,,
roupiller,"2,47",0,C2,,,,,,,,,,,,,,,
écoper,"2,47","0,02",C2,,,,,,,,,,,,,,,
barricader,"2,46",0,B2,,,,,,,,,,,,,,,
déchiqueter,"2,46",0,C2,,,,,,,,,,,,,,,
raccourcir,"2,46","0,53",B2,,,,,,,,,,,,,,,
alarmer,"2,45","0,14",B2,,,,,,,,,,,,,,,
concorder,"2,45","0,02",C2,,,,,,,,,,,,,,,
délibérer,"2,44","0,27",C1,,,,,,,,,,,,,,,
entrevoir,"2,44",0,C2,,,,,,,,,,,,,,,
plumer,"2,44",0,C2,,,,,,,,,,,,,,,
postuler,"2,44",0,A2,,,,,X,,,,,,,,,,
rafer,"2,44","2,11",C2,,,,,,,,,,,,,,,
restituer,"2,44",0,B2,,,,,,,,,,,,,,,
élucider,"2,43",0,C2,,,,,,,,,,,,,,,
côtoyer,"2,42","0,44",C2,,,,,,,,,,,,,,,
dramatiser,"2,42",0,C2,,,,,,,,,,,,,,,
expier,"2,42",0,C2,,,,,,,,,,,,,,,
modeler,"2,42",0,C1,,,,,,,,,,,,,,,
resplendir,"2,42",0,C2,,,,,,,,,,,,,,,
réchapper,"2,42","0,01",C2,,,,,,,,,,,,,,,
vagabonder,"2,42",0,C2,,,,,,,,,,,,,,,
chavirer,"2,41",0,C2,,,,,,,,,,,,,,,
exiler,"2,41","0,04",C1,,,,,,,,,,,,,,,
inaugurer,"2,41",0,B1,,,,,,,,,,,,,,,
recopier,"2,41",0,B1,,,,,X,,,,,,,,,,
apprivoiser,"2,4",0,C1,,,,,,,,,,,,,,,
exceller,"2,38",0,C1,,,,,,,,,,,,,,,
blinder,"2,37",0,C2,,,,,,,,,,,,,,,
crouler,"2,37",0,C2,,,,,,,,,,,,,,,
embobiner,"2,37","0,01",C2,,,,,,,,,,,,,,,
percher,"2,37","0,04",C2,,,,,,,,,X,X,,,,,
dégueuler,"2,36",0,B2,,,,,,,,,,,,,,,
foudroyer,"2,36","0,34",C2,,,,,,,,,,,,,,,
fusionner,"2,36","0,01",C2,,,,,,,,,,,,,,,
outrager,"2,36","1,02",C2,,,,,,,,,,,,,,,
débiner,"2,35",0,C2,,,,,,,,,,,,,,,
rallier,"2,35","0,1",C2,,,,,,,,,,,,,,,
chiper,"2,34",0,C2,,,,,,,,,,,,,,,
gourer,"2,33",0,C2,,,,,,,,,,,,,,,
greffer,"2,33",0,B2,,,,,,,,,,,,,,,
intuber,"2,33","0,42",C2,,,,,,,,,,,,,X,,
rénover,"2,33","0,01",B1,,,,,,,,,,,,,,,
handicaper,"2,32","0,02",B1,,,,,,,,,,,,,,,
soutirer,"2,32",0,C2,,,,,,,,,,,,,,,
capituler,"2,31",0,B2,,,,,,,,,,,,,,,
convoiter,"2,31",0,C1,,,,,,,,,,,,,,,
exaspérer,"2,31","0,93",C2,,,,,,,,,,,,,,,
délaisser,"2,3","0,1",C1,,,,,,,,,,,,,,,
ramollir,"2,3","0,26",C1,,,,,,,,,,,,,,,
scruter,"2,3",0,C2,,,,,,,,,,,,,,,
endosser,"2,29",0,C2,,,,,,,,,,,,,,,
esquinter,"2,29",0,C2,,,,,,,,,,,,,,,
paître,"2,29","0,39",C2,,,,,,,,,,,,,,,
détailler,"2,28",0,B2,,,,,,,,,,,,,,,
entraver,"2,28",0,C2,,,,,,,,,,,,,,,
rayonner,"2,28",0,C2,,,,,,,,,,,,,,,
enfler,"2,27","0,02",C2,,,,,,,,,,,,,,,
lester,"2,27","0,03",C2,,,,,,,,,,,,,,,
perfectionner,"2,27",0,C1,,,,,,,,,,,,,,,
sangloter,"2,27","0,04",C1,,,,,,,,,,,,,,,
oeuvrer,"2,26",0,C2,,,,,,,,,,,,,,,
recracher,"2,26",0,C2,,,,,,,,,,,,,,,
accommoder,"2,25",0,C2,,,,,,,,,,,,,,,
curer,"2,25","0,01",C2,,,,,,,,,,X,,,,,
peigner,"2,25",0,B1,,,,,,,,,,,,,,,
resservir,"2,25","1,13",C2,,,,,,,,,,,,,,,
élancer,"2,25","0,94",C2,,,,,,,,,,,,,,,
dépeindre,"2,24",0,C2,,,,,,,,,,,,,,,
détraquer,"2,24","0,02",C2,,,,,,,,,,,,,,,
recréer,"2,23",0,B2,,,,,,,,,,,,,,,
équivaloir,"2,23","0,01",C2,,,,,,,,,,,,,,,
encombrer,"2,22",0,C2,,,,,,,,,,,,,,,
tanner,"2,22","0,45",C2,,,,,,,,,,,,,,,
écrabouiller,"2,22",0,C2,,,,,,,,,,,,,,,
feuilleter,"2,21",0,C2,,,,,,,,,,,,,,,
frissonner,"2,21","0,01",C2,,,,,,,,,,,,,,,
rabattre,"2,21","0,32",C1,,,,,,,,,,,,,,,
tasser,"2,21",0,C2,,,,,,,,,,,,,,,
bourdonner,"2,2",0,C2,,,,,,,,,,,,,,,
cicatriser,"2,2",0,B1,,,,,,,,,,,,,,,
rouer,"2,2",0,C2,,,,,,,,,,,,,,,
assoiffer,"2,19",0,B2,,,,,,,,,,,,,,,
borner,"2,19",0,C2,,,,,,,,,,,,,,,
camoufler,"2,19",0,C1,,,,,,,,,,,,,,,
coder,"2,19",0,B2,,,,,,,,,,,,,,,
décerner,"2,19","0,03",C2,,,,,,,,,,,,,,,
fortifier,"2,19","0,11",C2,,,,,,,,,,,,,,,
taxer,"2,19",0,B1,,,,,,,,,,,,,,,
assoupir,"2,18","0,88",C2,,,,,,,,,,,,,,,
dédaigner,"2,18","0,02",C2,,,,,,,,,,,,,,,
hacher,"2,18","0,1",B1,,,,,,,,,,,,X,,,
pressentir,"2,18","0,28",C2,,,,,,,,,X,,,,,,
boutonner,"2,17",0,C2,,,,,,,,,,,,,,,
censurer,"2,17","0,01",B2,,,,,,,,,,,,,,,
civiliser,"2,17","0,02",B2,,,,,,,,,,,,,,,
collecter,"2,17","0,05",B2,,,,,,,X,,,,,,,,
congédier,"2,17",0,C2,,,,,,,,,,,,,,,
pétrifier,"2,17","0,01",C2,,,,,,,,,,,,X,,,
raviver,"2,17","0,01",C2,,,,,,,,,,,,,,,
soustraire,"2,17",0,B1,,,,,,,,,,,,,,,
reluquer,"2,16",0,C2,,,,,,,,,,,,,,,
éparpiller,"2,16",0,C2,,,,,,,,,,,,,,,
assouvir,"2,15","0,18",C2,,,,,,,,,,,,,,,
cocher,"2,15",0,A2,,,,,X,,,,,,,,,,
coordonner,"2,15","0,01",B1,,,,,,,X,,,,,,,,
quereller,"2,15",0,C2,,,,,,,,,,,,,,,
dompter,"2,14",0,C2,,,,,,,,,,,,,,,
noircir,"2,14","0,38",C1,,,,,,,,,,,,,,,
replonger,"2,14","0,5",C1,,,,,,,,,,,,,,,
accoupler,"2,13","0,01",C2,,,,,,,,,,,,,,,
dérouiller,"2,13",0,C2,,,,,,,,,,,,,,,
dévisager,"2,13","0,54",C2,,,,,,,,,,,,,,,
jongler,"2,13",0,B2,,,,,,,,,,,,,,,
rattacher,"2,13",0,B2,,,,,,,,,,,,,,,
atteler,"2,12","0,02",C2,,,,,,,,,,,,,,,
cavaler,"2,12",0,C2,,,,,,,,,,,,,,,
réquisitionner,"2,12",0,C2,,,,,,,,,,,,,,,
sympathiser,"2,12",0,B2,,,,,,,,,,,,,,,
chamailler,"2,11","0,05",C2,,,,,,,,,,,,,,,
endurcir,"2,11","0,51",C2,,,,,,,,,,,,,,,
minimiser,"2,1","0,01",C2,,,,,,,,,,,,,,,
réputer,"2,1",0,C1,,,,,,,,,,,,,,,
synchroniser,"2,09","0,01",B1,,,,,,,,,,,,,,,
bafouiller,"2,08","0,01",C2,,,,,,,,,,,,,,,
désintégrer,"2,08","0,33",C2,,,,,,,,,,,,,,,
malmener,"2,08",0,C2,,,,,,,,,,,,,,,
subsister,"2,08","0,01",C1,,,,,,,,,,,,,,,
tripler,"2,08",0,C2,,,,,,,,,,,,,,,
élaborer,"2,08",0,C2,,,,,,,,,,,,,,,
électrocuter,"2,08","0,03",C2,,,,,,,,,,,,,,,
amorcer,"2,06","0,36",C2,,,,,,,,,,,,,,,
dénuer,"2,06","1,16",C2,,,,,,,,,,,,,,,
munir,"2,06","1,14",C1,,,,,,,,,,,,,,,
rider,"2,06",0,C2,,,,,,,,,,,,,,,
choir,"2,05","0,33",C2,,,,,,,,,,,,,,,
crisper,"2,05",0,C2,,,,,,,,,,,,,,,
infester,"2,05","0,01",C2,,,,,,,,,,,,,,,
séquestrer,"2,05","0,01",B2,,,,,,,,,,,,,,,
arrondir,"2,04","0,14",C1,,,,,,,,,,,,,,,
briefer,"2,04","0,17",B1,,,,,,,,,,,,,,,
fantasmer,"2,04","0,01",C2,,,,,,,,,,,,,,,
lisser,"2,04","0,02",B2,,,,,,,,,,,,,,,
minuter,"2,04","0,95",C2,,,,,,,,,,,,,,,
radoter,"2,04",0,C2,,,,,,,,,,,,,,,
rectifier,"2,04",0,C1,,,,,,,,,,,,,,,
ricaner,"2,04","0,02",C2,,,,,,,,,,,,,,,
voiturer,"2,04",0,C2,X,,,,,,,,,,,,,,
épiler,"2,04",0,B1,,,,,,,,,,,,,,,
sous-entendre,"2,03","0,39",C1,,,,,,,,,,,,,,,
cartonner,"2,02",0,C2,,,,,,,,,,,,,,,
recouvrer,"2,02","0,02",C2,,,X,,,X,,,,,,,,,
actionner,"2,01",0,B2,,,,,,,,,,,,,,,
morfler,"2,01",0,C2,,,,,,,,,,,,,,,
primer,"2,01","0,83",C2,,,,,,,,,,,,,,,
accroupir,2,"0,72",B2,,,,,,,,,,,,,,,
arpenter,2,"0,1",C2,,,,,,,,,,,,,,,
assortir,2,"0,47",B2,,,,,,,,,,,,,,,
déceler,2,0,C1,,,,,,,,,,,,,,,
exorciser,2,0,C2,,,,,,,,,,,,,,,
sillonner,2,0,C2,,,,,,,,,,,,,,,
uriner,2,0,B1,,,,,,,,,,,,,,,
volatiliser,2,0,C2,,,,,,,,,,,,,,,
rivaliser,"1,99","0,04",C1,,,,,,,,,X,,,,,,
opter,"1,98","0,01",B1,,,,,,,,,,,,,,,
retoucher,"1,98",0,B2,,,,,,,,,,,,,,,
éclabousser,"1,98",0,C2,,,,,,,,,,,,,,,
éjaculer,"1,98","0,27",C2,,,,,,,,,,,,,,,
broncher,"1,97",0,C2,,,,,,,,,,,,,,,
déverser,"1,97","0,01",C2,,,,,,,,,,,,,,,
rasseoir,"1,97","0,52",B2,,,,,,,,,,,,,,,
équilibrer,"1,97",0,C1,,,,,,,,,,,,,,,
enfanter,"1,96",0,C2,,,,,,,,,,,,,,,
ferrer,"1,96","0,03",C2,,,,,,,,,,,,,,,
immuniser,"1,96",0,B1,,,,,,,,,,,,,X,,
tortiller,"1,96","0,01",C2,,,,,,,,,,,,,,,
aménager,"1,95","0,02",B1,,,,,,,,,,,,,,,
façonner,"1,95","0,14",B2,,,,,,,,,,,,,,,
immerger,"1,95","0,17",C2,,,,,,,,,,,,,,,
chagriner,"1,94",0,C1,,,,,,,,,,,,,,,
débouler,"1,94","0,01",C2,,,,,,,,,,,,,,,
déloger,"1,94","0,18",B2,,,,,,,,,,,,,,,
tonner,"1,94","0,14",C2,,,,,,,,,,,,,,,
coïncider,"1,93","0,11",C1,,,,,,,,,,,,,,,
diagnostiquer,"1,93",0,B1,,,,,,,,,,,X,,X,,
narguer,"1,93",0,C2,,,,,,,,,,,,,,,
valser,"1,93",0,C2,,,,,,,,,,,,,,,
casquer,"1,92",0,C2,,,,,,,,,,,,,,,
recourir,"1,92","0,1",C2,,,,,,,,,,,,,,,
soudoyer,"1,92","0,04",C2,,,,,,,,,X,,,,,,
épauler,"1,92","0,01",C2,,,,,,,,,,,,,,,
aplatir,"1,91","0,32",C2,,,,,,,,,,,,,,,
dédicacer,"1,91","0,54",C2,,,,,,,,,,,,,,,
ériger,"1,91","0,1",C2,,,,,,,,,,,,,,,
bouillonner,"1,9","0,01",C2,,,,,,,,,,,,X,,,
boumer,"1,9",0,C2,,,,,,,,,,,,,,,
chopper,"1,9","0,34",C2,,,,,,,,,,,,,,,
cibler,"1,9","0,01",C1,,,,,,,,,,,,,,,
déléguer,"1,9","0,21",B2,,,,,,,,,,,,,,,
facturer,"1,9","0,52",A2,,,,,X,X,,X,,,,,,X,
pister,"1,9",0,C2,,,,,,,,,,,,,,,
redémarrer,"1,9",0,B1,,,,,,,,,,,,,,,
sucrer,"1,9",0,A2,,,,,,,,,,,,X,,,
baratiner,"1,89","0,03",C2,,X,,,,,,,,,,,,,
manoeuvrer,"1,89",0,B2,,,,,,,,,,,,,,,
parfumer,"1,89",0,C1,,,,,,,,,,,,,,,
attiser,"1,88","0,01",C2,,,,,,,,,,,,,,,
canaliser,"1,88",0,C1,,,,,,,,,,,,,,,
refouler,"1,88",0,C2,,,,,,,,,,,,,,,
affranchir,"1,87","0,36",C2,,,,,,,,,,,,,,,
bâiller,"1,87","0,01",C2,,,,,,,,,,,,,,,
débiter,"1,87",0,A2,,,,,,,,,,,,,,,
gager,"1,87","0,85",C2,,,,,,,,,,,,,,,
poireauter,"1,87",0,C2,,,,,,,,,,,,,,,
vaciller,"1,87","0,1",C2,,,,,,,,,,,,,,,
accoster,"1,86","0,11",C2,,,,,,,,,,,,,,,
cribler,"1,86","0,01",C2,,,,,,,,,,,,,,,
exalter,"1,86",0,C1,,,,,,,,,,,,,,,
fricoter,"1,86","0,01",C2,,,,,,,,,,,,,,,
perpétrer,"1,86","0,01",C2,,,,,,,,,,,,,,,
spéculer,"1,86","0,01",C2,,,,,,,,,,,,,,,
gigoter,"1,85",0,C2,,,,,,,,,,,,,,,
bonder,"1,84",0,C2,,,,,,,,,,,,,,,
déambuler,"1,84","0,01",C2,,,,,,,,,,,,,,,
empoigner,"1,84","0,04",C2,,,,,,,,,,,,,,,
failler,"1,84","0,01",C2,,,,,,,,,,,,,,,
régénérer,"1,84","0,6",B2,,,,,,,,,,,,,,,
assombrir,"1,83","0,33",C2,,,,,,,,,,,,,,,
brusquer,"1,83",0,C2,,,,,,,,,,,,,,,
confiner,"1,83",0,C2,,,,,,,,,,,,,,,
démanteler,"1,83","0,68",C2,,,,,,,,,,,,,,,
photocopier,"1,83","0,4",A2,,,,,X,,X,,,,,,,,
surestimer,"1,83","0,34",B2,,,,,,,,,,,,,,,
tarir,"1,83","0,28",C2,,,,,,,,,,,,,,,
glorifier,"1,82","0,01",C2,,,,,,,,,,,,,,,
corser,"1,81","0,14",C2,,,,,,,,,,,,,,,
envoûter,"1,81",0,C2,,,,,,,,,,,,,,,
focaliser,"1,81","0,52",C1,,,,,,,,,,,,,,,
injurier,"1,81",0,C2,,,,,,,,,,,,,,,
palper,"1,81",0,C2,,,,,,,,,,,,,X,,
saturer,"1,81","0,01",C2,,,,,,,,,,,,,,,
seller,"1,81",0,C2,,,,,,,,,,,,,,,
stipuler,"1,81","0,21",C2,,,X,,,,,,,,,,,,
épouvanter,"1,81",0,C2,,,,,,,,,,,,,,,
abouler,"1,8","1,43",C2,,X,,,,,,,,,,,,,
déstabiliser,"1,8","0,02",B2,,,,,,,,,,,,,,,
hocher,"1,8","0,16",C2,,,,,,,,,,,,,,,
préconiser,"1,8",0,C2,,,,,,,,,,,,,,,
ancrer,"1,79","0,1",C2,,,,,,,,,,,,,,,
concéder,"1,79","0,75",C2,,,,,,,,,,,,,,,
durcir,"1,79","0,14",C2,,,,,,,,,,,,,,,
empiler,"1,78",0,C2,,,,,,,,,,,,,,,
flétrir,"1,78","0,32",C2,,,,,,,,,,,,,,,
peler,"1,78",0,C2,,,,,,,,,,,,,,,
papoter,"1,77","0,02",C2,,,,,,,,,,,,,,,
plomber,"1,77",0,C2,,,,,,,,,,,,,,,
recycler,"1,77","0,02",A2,,,,,X,,,,,,,,,,
scintiller,"1,77","0,01",C2,,,,,,,,,,,,,,,
vernir,"1,77","0,66",C2,,,,,,,,,,,,,,,
hausser,"1,76",0,C2,,,,,,,,,,,,,,,
imprégner,"1,76","0,25",C2,,,,,,,,,,,,,,,
seconder,"1,76",0,B2,,,,,,,,,,,,,,,
tapiner,"1,76","0,01",C2,,,,,,,,,,,,,,,
égaliser,"1,76",0,C2,,,,,,,,,,,,,,,
acclamer,"1,75",0,C2,,,,,,,,,,,,,,,
communier,"1,75",0,C2,,,,,,,,,,,,,,,
fracturer,"1,75",0,B1,,,,,,,,,,,,,,,
mouvoir,"1,75","0,02",C2,,,,,,,,,,,,,,,
prosterner,"1,75","0,01",C2,,,,,,,,,,,,,,,
regorger,"1,75","1,34",C2,,,,,,,,,,,,,,,
sectionner,"1,75",0,C2,,,,,,,,,,,,,,,
seoir,"1,75",0,C2,,,X,,,,,,,,,,,,
titrer,"1,75","1,1",C2,,,,,,,,,,,,,,,
écrier,"1,75","0,35",C2,,,,,,,,,,,,,,,
croupir,"1,74","0,1",C2,,,,,,,,,,,,,,,
engrosser,"1,74",0,C2,,,,,,,,,,,,,,,
fêler,"1,74",0,C2,,,,,,,,,,,,,,,
marmonner,"1,74","0,14",C2,,,,,,,,,,,,,,,
allaiter,"1,73","0,14",B1,,,,,,,,,,,,,,,
déboussoler,"1,73",0,C2,,,,,,,,,,,,,,,
dépérir,"1,73","0,36",C2,,,,,,,,,,,,,,,
enrayer,"1,73","0,01",C2,,,,,,,,,,,,,,,
rugir,"1,73",0,C2,,,,,,,,,,,,,,,
répertorier,"1,73","0,03",C2,,,,,,,,,,,,,,,
engourdir,"1,72","0,39",C2,,,,,,,,,,,,,,,
recaler,"1,72",0,C2,,,,,,,,,,,,,,,
adjoindre,"1,71",0,C2,,,,,,,,,,,,,,,
dépourvoir,"1,71","0,8",C2,,,,,,,,,,,,,,,
rétracter,"1,71","0,01",C2,,,,,,,,,,,,,,,
téter,"1,71","0,64",C2,,,,,,,,,,,,,,,
blottir,"1,7","0,22",C2,,,,,,,,,,,,,,,
incarcérer,"1,7","0,06",B2,,,,,,,,,,,,,,,
amortir,"1,69","0,51",C2,,,,,,,,,,,,,,,
approfondir,"1,69","0,13",C1,,,,,,,,,,,,,,,
calomnier,"1,69","0,02",C2,,,,,,,,,,,,,,,
circoncire,"1,69","0,53",C2,,,,,,,,,,,,,,,
dessoûler,"1,69",0,C2,,,,,,,,,,,,,,,
fredonner,"1,69",0,C2,,,,,,,,,,,,,,,
interposer,"1,69","0,1",C2,,,,,,,,,,,,,,,
opprimer,"1,69","0,01",C2,,,,,,,,,,,,,,,
patauger,"1,69","0,42",C2,,,,,,,,,,,,,,,
détériorer,"1,68","0,01",C2,,,,,,,,,,,,,,,
induire,"1,68",0,C2,,,,,,,,,,,,,,,
périmer,"1,68","0,02",B2,,,,,,,,,,,,,,,
cramponner,"1,67",0,C2,,,,,,,,,,,,,,,
enthousiasmer,"1,67",0,B2,,,,,,,,,,,,,,,
profiler,"1,67",0,C2,,,,,,,,,,,,,,,
recompter,"1,67",0,B2,,,,,,,,,,,,,,,
sommeiller,"1,67",0,C2,,,,,,,,,,,,,,,
stationner,"1,67",0,A2,,,,,,,,,,,,,,,
conspirer,"1,66","0,06",C2,,,,,,,,,,,,,,,
forer,"1,66","0,02",C2,,,,,,,,,,,,,,,
ruminer,"1,66","0,01",C2,,,,,,,,,,,,,,,
rééduquer,"1,66",0,B2,,,,,,,,,,,,,X,,
sursauter,"1,66","0,22",C1,,,,,,,,,,,,,,,
tamponner,"1,66",0,B1,,,,,,,,,,,,,,,
vacciner,"1,66","0,18",B1,,,,,,,,,,,,,X,,
brouter,"1,65",0,C2,,,,,,,,,,,,,,,
chiffonner,"1,65",0,C2,,,,,,,,,,,,,,,
dégourdir,"1,65","0,16",C2,,,,,,,,,,,,,,,
empresser,"1,65","0,13",C2,,,,,,,,,,,,,,,
entêter,"1,65",0,C2,,,,,,,,,,,,,,,
réanimer,"1,65","0,01",B1,,,,,,,,,,,,,X,,
adjuger,"1,64","0,05",C2,,,,,,,,,,,,,,,
palpiter,"1,64",0,C2,,,,,,,,,,,,,X,,
troquer,"1,64","0,03",C2,,,,,,,,,,,,,,,
amplifier,"1,63",0,C2,,,,,,,,,,,,,,,
dérouter,"1,63",0,C2,,,,,,,,,,,,,,,
mortifier,"1,63",0,C2,,,,,,,,,,,,,,,
muer,"1,63","0,14",C2,,,,,,,,,,,,,,,
pioncer,"1,63","0,28",C2,,,,,,,,,,,,,,,
scotcher,"1,63","0,01",C2,,,,,,,,,,,,,,,
conformer,"1,62",0,B2,,,,,,,,,,,,,,,
daller,"1,62","1,19",C2,,,,,,,,,,X,,,,,
exhumer,"1,62",0,C2,,,,,,,,,,,,,,,
trimbaler,"1,62",0,C2,,,,,,,,,,,,,,,
discréditer,"1,61","0,01",B2,,,,,,,,,,,,,,,
entonner,"1,61",0,B1,,,,,,,,,,,,,,,
adonner,"1,6",0,C2,,,,,,,,,,,,,,,
lister,"1,6","1,07",A2,,,,,X,,,,,,,,,,
remorquer,"1,6",0,C1,,,,,,,,,,,,,,,
appâter,"1,59","0,01",C2,,,,,,,,,,,,,,,
givrer,"1,59","0,01",C2,,,,,,,,,,,,,,,
rembobiner,"1,59","1,1",C2,,,,,,,,,,,,,,,
siroter,"1,59",0,C2,,,,,,,,,,,,,,,
zigouiller,"1,59",0,C2,,,,,,,,,,,,,,,
castrer,"1,58","0,47",C2,,,,,,,,,,,,,,,
conditionner,"1,58","0,02",C1,,,,,,,,,,,,,,,
jacasser,"1,58","0,01",C2,,,,,,,,,,,,,,,
pédaler,"1,58","0,01",B2,,,,,,,,,,,,,,,X
transgresser,"1,58",0,C2,,,,,,,,,,,,,,,
clignoter,"1,57",0,B2,,,,,,,,,,,,,,,
découler,"1,57",0,C2,,,,,,,,,,,,,,,
taillader,"1,57",0,C2,,,,,,,,,,,,,,,
crypter,"1,56","0,01",C2,,,,,,,,,,,,,,,
disséquer,"1,56","0,29",C2,,,,,,,,,,,,,,,
dorloter,"1,56","0,01",C2,,,,,,,,,,,,,,,
immiscer,"1,56","0,15",C2,,,,,,,,,,,,,,,
mouler,"1,56",0,C2,,,,,,,,,X,,,,,,
renouer,"1,56",0,C2,,,,,,,,,,,,,,,
visionner,"1,56","0,01",B2,,,,,,,,,,X,,,,,
écoeurer,"1,56",0,C1,,,,,,,,,,,,,,,
approvisionner,"1,55","0,02",B2,,,,,,,,,,,,,,,
cadrer,"1,55",0,B2,,,,,,,,,,,,,,,
emboutir,"1,55","1,01",C2,,,,,,,,,X,,,,,,
manager,"1,55","0,3",B1,,,,,,,,,,,,,,,
mitrailler,"1,55",0,C2,,,,,,,,,,,,,,,
pervertir,"1,55","0,39",C2,,,,,,,,,,,,,,,
décontracter,"1,54",0,B2,,,,,,,,,,,,,,,
estomper,"1,54",0,C2,,,,,,,,,,,,,,,
fléchir,"1,54","0,21",C2,,,,,,,,,,,,,,,
incorporer,"1,54","0,01",B2,,,,,,,,,,,,,,,
moucharder,"1,54",0,C2,,,,,,,,,,,,,,,
reconquérir,"1,54","0,01",C1,,,,,,,,,,,,,,,
replacer,"1,54","0,32",B2,,,,,,,,,,,,,,,
écourter,"1,54",0,C2,,,,,,,,,,,,,,,
abjurer,"1,53","0,14",C2,X,,,,,,,,,,,,,,
documenter,"1,53","0,01",B1,,,,,,,X,,,,,,,,
pavaner,"1,53",0,C2,,,,,,,,,,X,,,,,
répliquer,"1,53","0,19",C1,,,,,,,,,,,,,,,
asphyxier,"1,52",0,B2,,,,,,,,,,,,,,,
crasher,"1,52","0,13",B2,,,,,,,,,,,,,,,
fraiser,"1,52","0,13",C2,,,,,,,,,X,,,,,,
gorger,"1,52","0,55",C2,,,,,,,,,,,,,,,
interpeller,"1,52",0,B2,,,,,,,,,,,,,,,
nicher,"1,52","0,01",C2,,,,,,,,,,,,,,,
rebrousser,"1,52","0,01",C2,,,,,,,,,,,,,,,
réformer,"1,52",0,C1,,,,,,,,,,,,,,,
solder,"1,52","0,01",B1,,,,,,,,,,,,,,,
subvenir,"1,52","0,03",C2,,,X,,,,,,,,,,,,
énoncer,"1,52","0,48",B2,,,,,,,,,,,,,,,
affluer,"1,51",0,C2,,,,,,,,,,,,,,,
amadouer,"1,51",0,C2,,,,,,,,,,,,,,,
colmater,"1,51",0,C2,,,,,,,,,,,,,,,
disqualifier,"1,51",0,B2,,,,,,,,,,,,,,,
dénigrer,"1,51","0,14",C2,,,,,,,,,,,,,,,
dévaler,"1,51",0,C2,,,,,,,,,,,,,,,
